Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-unif,27.20543351025829,7.378208789859369,2.797543005640901,45.52102252765028,10.87476220212574,0.01,1,24.9374248776473,740.1356124810845,4.655066842970386,24.9374248776473,4.6981389665603634
