Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-unif,1.2393567479133061e-06,6.2088172159535965e-06,1.2378554706368164e-06,1.2432298195072047e-06,1.9604122600793634e-09,1e-06,50,1.2393551974240545e-06,1.5360051485982464e-12,6.208800256787259e-06,1.2393551974240545e-06,1.1396906471252441
