Algorithm,rmse,best,worst,std,epsilon,near_optimal_count,mean,mse,mae,mean_runtime_sec,mean_dist_to_x_star
GD,0.11476355200507077,0.1147493700409794,0.11476406504802883,2.5410823762582723e-06,0.01,50,0.11476355197693856,0.013170672868820583,0.11476355197693856,1.63781756401062,0.031370328437319864
SA,6.944279106284439,0.004999274529879916,11.218637107838589,3.423292287978549,0.001,1,6.041860824038006,48.22301230597861,6.041860824038006,0.1312191915512085,2.19022340777791
