Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GD-ascent,3.8187350499197312,0.45228681335404064,0.9581484007088688,4.54210335540138,0.6769805323895224,0.01,1,3.758248892802478,14.582737381485451,0.41609468524984217,3.758248892802478,8.347803649902344
