Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-unif,0.0008029244254211142,8.015806761989134e-08,0.0008029244251592793,0.0008029244256531065,1.6598170326409725e-13,0.0001,50,0.0008029244254211144,6.446876329378265e-07,8.015806761989134e-08,0.0008029244254211144,4.6009277248382565
