Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
GD,0.0,8.285743338225911e-19,0.0,0.0,0.0,1e-11,50,0.0,0.0,3.1012187707003886e-19,0.0,0.0010941553115844727
SA,0.47786202288398505,0.3048318461534023,0.0014297048999605266,1.2813408213294295,0.38893308783912905,0.001,1,0.27763855297615736,0.22835211291477425,0.09684810606607577,0.27763855297615736,0.1545799493789673
