Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-ascent,0.008297019525012692,8.160273182673605e-06,0.008297019419643892,0.008297020246569975,1.8779102696911285e-10,0.001,50,0.00829701952501269,6.884053299844184e-05,8.160273182673604e-06,0.00829701952501269,3.530734825134277
