Algorithm,mean,best,worst,std,epsilon,near_optimal_count
GD,-0.7861914916277307,-0.7861914916277306,-0.7861914916277306,1.1102230246251565e-16,0.01,50
SA,48.667358825027456,27.08310693113749,83.06782607790542,13.164114199884423,0.01,1
