Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-ascent,54.61237749462144,17.2191752660408,40.47194170815012,80.66467959474255,9.410422375978099,0.01,1,53.79549912697834,2982.511775615035,14.297802395354802,53.79549912697834,2.405823059082031
