Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GD,27.18347290392726,9.747252239524093,5.143082119003416,52.28917805469197,11.61597583446946,0.01,1,24.576621096716476,738.9411991185476,6.232077764937106,24.576621096716476,4.63251540184021
