Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GD,1.2389607037444094e-06,6.205724246539447e-06,1.2378591803982012e-06,1.2431909475389905e-06,1.589534537857351e-09,1e-06,50,1.2389596840909694e-06,1.5350236254228423e-12,6.205713112013013e-06,1.2389596840909694e-06,0.8146051979064941
