Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA-GD-ascent,699.1901593385221,10.005067034935385,498.1083833255435,499.9007811121131,0.6202202986936464,499.1898842536333,488866.878915828,32.747518968582156,,10.005066282562561
