Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-ascent,2314.427622293602,10.282275194454556,401.0,3609.0,1012.2932893069772,0.01,1,2081.3066845757435,5356575.218835615,8.65478396575744,2081.3066845757435,2.205782594680786
