Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA-GD-unif,123.95214626781728,11.339641071375127,-171.664075598232,72.83013631098768,61.87566594859016,-92.59638494065085,15364.13456439837,15.45701642036438,,11.022665812317145
