Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
GD,2.4209569638936863e-12,4.1545943837841434e-08,0.0,1.7118750861300214e-11,2.3966251205820296e-12,1e-11,49,3.423750172260043e-13,5.861032621025336e-24,6.180666708491702e-09,3.423750172260043e-13,0.00077972412109375
SA,0.5224020940529286,0.343071921510602,0.0010223771830428774,1.3022144811210943,0.4051507290013391,0.001,1,0.3297830114796218,0.27290394787088484,0.13916757238856184,0.3297830114796218,0.1493702697753906
