Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA-GD-unif,182.88713211042372,13.273556081737034,-53.78401753265827,2.1154155737032427,14.538926437317427,-17.691682280742192,33447.703091575575,1.300521445274353,,13.260334812668086
