Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,97.81615408509987,12.240914998479484,-144.0,-72.0,16.112405158758886,-103.52,9568.0,0.49955063343048095,,12.139901284138212
