Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,97.26335383894595,12.289833196589774,-132.0,-72.0,17.034740972495,-104.24,9460.16,1.0103803300857543,,12.196100852109872
