Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
GD,32.7328878913666,3.6213748527266527,11.799074864863163,51.59432409084104,10.683240730315752,0.01,1,30.940431755340725,1071.4419497087742,3.4517830024899263,30.940431755340725,1.2359557390213012
SA,15.086244973477031,3.3587999196147607,0.0007144078528469322,40.80229094444156,8.81412053290037,0.0001,1,12.243613299645867,227.59478739976097,3.043146554265412,12.243613299645867,0.11020071506500244
