Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
GD,184.95996857390796,13.31250888798575,-44.97732172508065,12.858874080260772,12.42577548787982,-15.457890771819173,34210.18997486102,0.05499878883361817,,13.301419177168466
SA,92.41633257688231,12.115291453637214,-160.0,-39.90635173173763,32.31761243913246,-113.41853285376281,8540.778526960918,1.544314923286438,,11.875638325756197
