Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,99.81262445202009,12.231107881136523,-152.0,-68.0,17.197022998181982,-101.68,9962.56,0.9555401182174683,,12.12269757075415
