Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
GD,1.2487147184885727e-06,1.9946482156258059,1.2477951867465465e-06,1.252881943915876e-06,1.3184610842954247e-09,1e-06,50,1.2487140224368287e-06,1.5592884481699954e-12,1.9946441490218876,1.2487140224368287e-06,0.6864439535140991
SA,1.1654160163592252e-06,1.99970075444009,5.981782336630691e-10,4.765202665093254e-06,8.841086478257352e-07,1e-10,1,7.593065191517563e-07,1.358194491186606e-12,1.9996976338020425,7.593065191517563e-07,0.24283360481262206
