Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,101.14227602738629,12.639620247459968,-136.0,-64.0,18.90371392081461,-100.64,10229.76,0.5595744514465332,,12.569788874856659
