Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,96.52191461010293,12.185236969382252,-144.0,-68.0,17.727537900114612,-105.12,9316.48,0.32147703170776365,,12.084569254127489
