Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GD-unif,364.5469930111541,6.693694099356192,198.64068866555235,463.8806132130696,52.0203236250374,0.01,1,360.8162912666511,132894.51011347442,5.4356487022680575,360.8162912666511,3.9488312339782716
