Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA-GD-unif,204.70261660918655,13.094291248915724,-14.847488912762692,16.910098453263416,10.436844752347017,4.436380124142854,41903.16124664762,34.810045623779295,,13.087316738092843
