Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA-GD-ascent,695.4564177369226,10.011656920754474,481.3372265569148,499.54801440322814,4.561764900652015,495.4414563947597,483659.6289714731,16.00967394510905,,10.01152861255995
