Algorithm,rmse,rmed,best,worst,std,mean,mse,mean_runtime,mean_hamming_dist,med
SA,100.2093807984063,12.15894732285653,-136.0,-64.0,17.66551442783368,-101.36,10041.92,0.48176567554473876,,12.089280818220704
