Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
SA-GA-unif,1.2385901137371708e-06,6.202979903782899e-06,1.237842520057008e-06,1.242748354686298e-06,1.0685809433484835e-09,1e-06,50,1.238589652783449e-06,1.5341054698474577e-12,6.202974838474049e-06,1.238589652783449e-06,1.104413251876831
