Algorithm,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mae,mean_runtime_sec
GD,405.17971321377877,2.4819347291981715,401.0,409.0,3.996798718974975,0.01,24,405.16,164170.6,2.3232068932266436,405.16,0.9814275693893433
SA,0.0004719431275075211,1.41360309649238,3.871243067648141e-06,0.0021846283097661195,0.0003600052213871114,1e-06,1,0.00030516644012013717,2.2273031560158034e-07,1.4133876750998768,0.00030516644012013717,0.09883049011230469
