T0,alpha,step_size,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
10,0.9,0.005,8.161866596814724,3.875750233350105,3.5744519897688467,11.217549767302774,2.5265381856619977,0.01,4,7.760971017894072,66.61606634419995,3.601999417441652,0.127002592086792
10,0.9,0.01,8.004336576511744,3.7552204223987147,2.5799339558459526,11.217558066423264,2.2919795120409843,0.01,1,7.669174267577189,64.06940403008375,3.522719531196233,0.10496603012084961
10,0.9,0.05,8.078628157250266,3.7654546797583937,2.579937632637645,10.99884831134828,2.0346976494862328,0.01,1,7.818199177450778,65.26423290311683,3.584267991065028,0.1000922966003418
10,0.9,0.1,8.90230749926588,4.171686857530487,4.884124834871276,12.63280587920826,2.113878004894712,0.01,1,8.647693252648816,79.25107881148553,3.947893954612939,0.09383682250976562
10,0.9,0.3,0.04980009272989903,0.014827531129393546,0.006848522165804116,0.10436765784281521,0.025682773728509124,0.001,1,0.042666665788607665,0.002480049235906542,0.013021852730342039,0.13996675491333008
10,0.9,0.5,0.13895961478186847,0.03511542352466962,0.026906938893457966,0.24123090466820374,0.06385147514364889,0.01,2,0.1234210827302421,0.01930977454032528,0.032200949565607144,0.09853120803833008
10,0.95,0.005,8.155643405579212,3.896441935430255,2.5799285263463045,12.632271389395399,2.567436563616913,0.01,1,7.740981129725785,66.5145193589677,3.5997788337067487,0.11879362106323242
10,0.95,0.01,8.07813487361985,3.8972065293823452,2.5799327778757655,12.632275476826129,2.8857095406221354,0.01,3,7.545127135016055,65.25626303639321,3.5241295088984814,0.13362112045288085
10,0.95,0.05,7.551480613815356,3.4165175076657666,2.5799845170573907,12.63234754729081,2.6275550805332073,0.01,4,7.079605480504776,57.02485946082914,3.0701421063568444,0.1256114959716797
10,0.95,0.1,8.091494415648746,3.6187589746119007,2.5803108839288993,11.217615373107702,2.51313985785785,0.01,1,7.691320428464872,65.47228187847485,3.3254995605933537,0.12214389801025391
10,0.95,0.3,0.043250015022510066,0.013121155612439716,0.004188756647711234,0.11115700374513837,0.020260001623709487,0.001,1,0.038211204294743645,0.0018705637994473462,0.011892924669281211,0.1480654525756836
10,0.95,0.5,0.09966191653932527,0.025938699080018484,0.00910027933061075,0.22866433621520743,0.06356774476331506,0.001,1,0.07675701553602425,0.009932497608291437,0.020877239567778053,0.11032601356506348
10,0.99,0.005,9.02825835052335,4.381879686926147,3.5744531429866844,12.632270916007014,1.948900799451337,0.01,1,8.815397581373883,81.50944884379459,4.202107948448858,0.17388100624084474
10,0.99,0.01,8.335021788536338,4.012726891432788,2.579928069039696,11.901258302475918,2.732682791627454,0.01,1,7.874327461803876,69.4725882153755,3.696016658535666,0.18912289619445802
10,0.99,0.05,7.171000100676541,3.2279195969004806,0.0011415745608478467,11.217674525913473,3.7718084188216623,0.001,1,6.098910041606531,51.42324244390296,2.6728766848494576,0.14851649284362792
10,0.99,0.1,6.803685666117451,2.931409742683988,0.003400694371390234,10.645706909454464,3.577560210022429,0.001,1,5.787158334363796,46.290138643332064,2.456326602957896,0.12753742218017577
10,0.99,0.3,0.04619066009435539,0.012269696229176924,0.00933298345852096,0.1134010116724764,0.02451842891251683,0.001,1,0.03914618402365848,0.0021335770799522755,0.010757033134913814,0.13918198585510255
10,0.99,0.5,0.08968181661651888,0.021794866135938555,0.002248469437642786,0.20946205102838578,0.05139720451548125,0.001,1,0.07349255472245277,0.008042828231638922,0.01895489980264439,0.14255188941955566
10,0.995,0.005,8.664178826976698,4.235336050770637,0.0012285578927628826,12.632269149480098,2.902551124383581,0.001,1,8.163528141445395,75.06799474583131,3.8939690500672417,0.31607216835021973
10,0.995,0.01,8.695713074385859,4.2158965706781775,2.579932561680796,11.901274593898247,2.6624830203062166,0.01,2,8.27808009375521,75.61542587204517,3.931017887724629,0.27044909477233886
10,0.995,0.05,8.468781810950896,3.7161722099332235,0.0014115532457101843,11.901289862454863,3.0611678159652813,0.001,1,7.896171031835055,71.72026536149274,3.3635296117987012,0.2721977710723877
10,0.995,0.1,5.712471477237682,2.2402421865293514,0.007052969622055816,10.258232717196565,3.5087298884097184,0.001,1,4.507898063225742,32.63233037825407,1.6907227284083575,0.24086942672729492
10,0.995,0.3,0.047501945841680916,0.011446179250614733,0.004659660738721261,0.08578100483429241,0.023635871652428964,0.001,1,0.04120413122462226,0.002256434858745987,0.010241573113944268,0.19205867767333984
10,0.995,0.5,0.0799055421805092,0.01990415325412346,0.005163247764099044,0.15173659676101936,0.04316670018576816,0.001,1,0.06724233537164766,0.006384895671161135,0.017349132579792634,0.19395219802856445
10,0.999,0.005,8.014182692210882,3.830095065323118,2.579928075442638,11.90125877053261,2.84721341473873,0.01,3,7.491361691646204,64.22712422413245,3.4816638159388615,1.1768089294433595
10,0.999,0.01,8.671397484495495,3.993599156426413,3.574462068865206,12.632271933316002,1.9410559596186836,0.01,1,8.451357056458068,75.19313433411479,3.828445928599724,1.4851541233062744
10,0.999,0.05,3.3379048351902285,1.4395449631581834,0.001034467540418138,7.961820206507735,2.921268824318785,0.001,2,1.6148675316723204,11.141608688786308,0.6871222308223007,0.6556523036956787
10,0.999,0.1,0.010546694747170984,0.001569141540618888,0.0015437480909743506,0.020546229831098106,0.005298550255953975,0.001,2,0.009119108249995395,0.00011123277009000403,0.0012987221949087092,0.7710048198699951
10,0.999,0.3,0.041199292160383406,0.005929610304169755,0.0067662352212072285,0.07398654464421073,0.018470406596047113,0.001,2,0.03682697047943707,0.0016973816745166298,0.0052301198873146194,0.658356409072876
10,0.999,0.5,0.09518677161696025,0.011464362995631512,0.007409648383749801,0.1952635508498024,0.05346958798497057,0.001,1,0.0787497596921847,0.009060521490859348,0.009706784395423496,0.5194987297058106
50,0.9,0.005,8.052131801668082,3.825048523970632,0.0007098374212053393,11.901256786351402,3.0246234736020585,0.0001,2,7.462471399902978,64.83682655143448,3.475132870462035,0.12674365997314452
50,0.9,0.01,8.623018309762305,4.192772155207277,0.0011282642838641443,12.632271980301962,2.969254515789806,0.001,1,8.095676154031718,74.35644477049594,3.853855426771255,0.12685436248779297
50,0.9,0.05,8.94029883835184,4.274889659655227,5.381977976656746,11.217633904769594,1.5867888840766693,0.01,1,8.798354639158733,79.92894331903527,4.154513299443836,0.1084575366973877
50,0.9,0.1,8.175241416808944,3.8636184018765407,0.011700582454797104,11.901614294110452,3.060381499574795,0.01,2,7.58080716679752,66.83457222310831,3.4997304508497975,0.11701638221740723
50,0.9,0.3,0.04490242447042532,0.013708685161051355,0.006082314454108673,0.09026993951215845,0.019261414909917535,0.001,1,0.04056138088120592,0.002016227723322251,0.012575353402710456,0.12507920265197753
50,0.9,0.5,0.08925119126488143,0.02359545729932033,0.010307535044753013,0.1670973906526787,0.04618058909687606,0.01,5,0.07637491952772153,0.007965775142200447,0.02082847229093638,0.10662232398986816
50,0.95,0.005,9.236864164977797,4.58373822470087,0.00014016265845784304,11.901259441736208,3.1110843592793196,0.0001,1,8.697172742431794,85.319659602251,4.24810191976969,0.11142168045043946
50,0.95,0.01,7.501222430029016,3.5154040161735503,2.5799299962126203,10.998265862870717,2.7080706066281364,0.01,4,6.995333554183613,56.26833794477042,3.181406667974059,0.08391969680786132
50,0.95,0.05,7.925329187222049,3.7023385199557164,0.008213800765080936,11.901445463430111,3.0391266499193637,0.001,1,7.319463910122354,62.81084272583371,3.305111880877898,0.09719470024108887
50,0.95,0.1,7.413352323150828,3.293219037949175,2.5800709440108354,11.219431819419205,2.7424216208314656,0.01,2,6.887446284419349,54.95779266716577,2.895207874406269,0.10563247680664062
50,0.95,0.3,2.2460889451913784,0.45988944613306754,0.009338440402839598,11.228344976398002,2.192727313777446,0.001,2,0.48668519304090674,5.044915549710919,0.10358015621092376,0.09731493949890137
50,0.95,0.5,0.12813543939227942,0.031564114348228846,0.0182752720302628,0.3279218161720796,0.07771688041298408,0.01,3,0.10187628441951761,0.016418690828252515,0.02681003374645989,0.10222219467163086
50,0.99,0.005,8.413603890603861,4.042403006849796,0.0007460207669400809,11.901259286111136,2.78658654592429,0.0001,1,7.938744601639366,70.78873042798443,3.7350516596833874,0.2573794174194336
50,0.99,0.01,8.044257188525064,3.8191830806580263,2.5799284130880342,11.217551818089133,2.676202892980277,0.01,2,7.58604058720629,64.71007371513716,3.514705191567787,0.27228666305541993
50,0.99,0.05,7.6056163867657345,3.3417257643513767,0.003180260145672964,11.217948147657467,2.7296780078156146,0.001,1,7.098891363888255,57.84540062263946,2.947923056582939,0.2899742603302002
50,0.99,0.1,7.152861960583283,2.6616868038577555,0.016638511022883495,12.633532484482739,2.7866871341544392,0.01,1,6.587701347472989,51.16343422715932,2.2996438871560083,0.29245455741882326
