lr,sigma,T0,ascent_method,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.001,1.0,0.1,ascent,10.807815824760656,20.782881858800778,4.599488726781974,14.298590020477397,2.4869383391204383,0.01,2,10.51779542486731,116.80888290194687,17.92548397489824,1.961023244857788
0.001,1.0,1.0,ascent,10.586377698893164,19.57718157586419,4.43844706093487,13.439747774365948,2.4877825673614584,0.01,1,10.289914026907852,112.07139278362253,17.12274694389506,1.8637206935882569
0.001,1.0,10.0,ascent,0.00829701957496598,8.160273224492422e-06,0.008297019419643892,0.008297020081837747,2.2929124342933118e-10,0.001,25,0.008297019574965975,6.884053382736865e-05,8.16027322449242e-06,2.0430298805236817
0.001,2.0,0.01,ascent,12.243157312031874,32.92846351964853,11.879342880524542,12.642411176571153,0.29543932849366034,0.01,8,12.239592173366676,149.89490096715954,31.844142599002566,2.654353675842285
0.001,2.0,0.1,ascent,12.22273657947843,36.57389553658317,8.640907175743937,12.642411176571153,0.7817305409472992,0.01,1,12.197712361450009,149.39528949132009,34.72769729605768,2.316840200424194
0.001,2.0,1.0,ascent,10.75038863723607,21.017065651143735,4.5624852822800825,14.284919520324694,2.479074331481411,0.01,1,10.460642729326166,115.5708558516144,17.57533498040098,2.418062839508057
0.001,2.0,10.0,ascent,8.2925682581548,12.09062155804302,2.9580946497645972,11.527079711535896,2.63381001085584,0.01,1,7.863188484506276,68.76668831615655,9.531119194655577,2.43170280456543
0.01,0.1,0.01,ascent,11.980908990525474,26.339520192953035,6.3413045462437445,14.292431078444562,1.8474746516467724,0.01,1,11.837610301525253,143.54218023925415,24.22540729402531,2.5102740287780763
0.01,0.1,0.1,ascent,9.356131568513982,15.196749007348778,2.933575918397463,12.121486321525103,2.6121877154526163,0.01,2,8.984078876912331,87.5371979273439,12.81684452935187,2.350656099319458
0.01,0.1,1.0,ascent,0.1147640650208996,0.0009841013904008245,0.11476406437594422,0.11476406504802883,1.316539224610851e-10,0.01,25,0.1147640650208996,0.01317079062012127,0.0009841013904008245,2.2592178440093993
0.01,0.1,10.0,ascent,0.11476406502914602,0.0009841013904632603,0.11476406461056898,0.11476406504802883,8.570997336781945e-11,0.01,25,0.11476406502914602,0.013170790622014055,0.0009841013904632603,1.8980439186096192
0.01,0.5,0.01,ascent,12.221078928470499,32.6991858549805,11.839394563161026,12.642411176571153,0.3110222936578766,0.01,1,12.217120581739112,149.35477017590566,31.589564904670596,2.0873992824554444
0.01,0.5,0.1,ascent,11.27497990579182,29.728421624069657,8.588188829931914,12.697840507144964,1.61917082729254,0.01,1,11.158111744737733,127.12517187600933,25.35016668853211,2.6404555225372315
0.01,0.5,1.0,ascent,9.273758586952486,14.455502926835866,5.545169129431496,12.36638464756942,2.0952428560389738,0.01,1,9.033966775635863,86.00259832907497,12.113010573948705,2.2932583236694337
0.01,0.5,10.0,ascent,0.11476396352615435,0.0009841006219822323,0.11476152714274379,0.11476406504802883,4.973244622766493e-07,0.01,25,0.1147639635250768,0.013170767324232488,0.0009841006219750293,2.2444026374816897
0.01,1.0,0.01,ascent,12.284167125937474,36.31418994772479,11.872848487310106,12.66738665889186,0.3110481156399713,0.01,2,12.280228460729864,150.90076197796293,34.75705045235215,2.3999850082397463
0.01,1.0,0.1,ascent,12.239592473940878,35.94235243677167,11.839405548882896,12.66738665889186,0.3484855936336307,0.01,5,12.23463042838565,149.80762392815018,34.25469722870483,1.784955654144287
0.01,1.0,1.0,ascent,12.003235544352979,26.681563214564907,7.580774759432565,14.17186666877648,1.54242873511257,0.01,1,11.903721146360821,144.07766353321875,24.957170666398632,3.0593282413482665
0.01,1.0,10.0,ascent,0.1147093203069287,0.0009836871053928468,0.11467233586937597,0.11476406504802883,4.449468398207236e-05,0.01,25,0.11470931167739026,0.013158228165277563,0.0009836870477660882,2.7801666355133055
0.01,2.0,0.01,ascent,12.23012331788751,34.93902554967406,11.839433808963484,12.66738665889186,0.3232640615820801,0.01,3,12.225850347408366,149.5759163707358,33.392605471185554,2.0007574367523193
0.01,2.0,0.1,ascent,12.217645104904179,33.34159792712257,11.839433506491163,12.66738665889186,0.30142789237516066,0.01,2,12.213926196562975,149.27085190938902,32.06943154226843,2.8141322803497313
0.01,2.0,1.0,ascent,12.11148651577681,36.16842494896684,10.369405191080375,12.95569041933507,0.687863310484887,0.01,1,12.091937383559852,146.6881056218435,33.65692424931906,1.942976589202881
0.01,2.0,10.0,ascent,0.11468334595844092,0.0009834905529623654,0.11467233586937597,0.11476406504802528,2.980486759031709e-05,0.01,25,0.11468334208547164,0.013152269840223446,0.000983490527099995,1.86975172996521
0.05,0.1,0.01,ascent,11.834983370453676,35.80191765505591,4.42787882543216,13.664490943040352,2.1257056298248815,0.01,1,11.642517208672952,140.06683137891505,31.44447446718313,1.663326816558838
0.05,0.1,0.1,ascent,3.0866813010992415,0.2926011061817956,1.3697496296710452,4.263025725441242,0.7732015742710028,0.01,1,2.9882705332851884,9.527601454555706,0.2544223276338111,1.742788677215576
0.05,0.1,1.0,ascent,1.748163595841298,0.056753664354666375,1.7481635958412949,1.7481635958412984,1.1546319456101628e-15,0.01,25,1.748163595841298,3.0560759578247767,0.056753664354666375,1.7418283748626708
0.05,0.1,10.0,ascent,1.7481635958412982,0.05675366435466637,1.7481635958412949,1.7481635958412984,7.856740153113387e-16,0.01,25,1.7481635958412987,3.056075957824778,0.056753664354666375,1.7261696338653565
0.05,0.5,0.01,ascent,12.365548936926789,33.10148985779674,11.835631146473458,13.521815868732427,0.5399010646350164,0.01,2,12.353756811267461,152.90680051153123,31.71712637273439,1.8112234783172607
0.05,0.5,0.1,ascent,12.839504187888435,41.47365162767132,11.861231726761655,13.698338590831634,0.5165020942005267,0.01,1,12.829111168646529,164.85286779080468,40.07605546932745,1.852299737930298
0.05,0.5,1.0,ascent,1.7481635958412978,0.05675366435466637,1.7481635958412949,1.7481635958412984,1.3083685124343201e-15,0.01,25,1.748163595841298,3.0560759578247763,0.056753664354666375,1.987542791366577
0.05,0.5,10.0,ascent,1.748163595841298,0.05675366435466637,1.7481635958412949,1.7481635958412984,1.1546319456101628e-15,0.01,25,1.748163595841298,3.0560759578247767,0.056753664354666375,1.7929855823516845
0.05,1.0,0.01,ascent,12.302109223324967,31.707355898505007,11.867705542103185,13.698338590831634,0.470720770579489,0.01,2,12.293100231380297,151.34189134261723,30.363813962856206,2.030980796813965
0.05,1.0,0.1,ascent,12.413493822925163,34.18498776018278,11.615334734614656,13.698338590831634,0.6003600830215545,0.01,1,12.39896756437872,154.09482889180117,32.25607887473691,1.9191328525543212
0.05,1.0,1.0,ascent,6.6188922074806325,13.317391835044873,1.7481635958412949,14.102953648144316,3.224159272020972,0.01,3,5.780530342701183,43.80973405424784,6.1541098549186435,2.141178560256958
0.05,1.0,10.0,ascent,1.7481635958412984,0.05675366435466637,1.7481635958412984,1.7481635958412984,2.220446049250313e-16,0.01,25,1.7481635958412987,3.0560759578247785,0.056753664354666375,2.8598722553253175
0.05,2.0,0.01,ascent,12.35927084889969,36.39027937742818,11.853798214787458,13.698338590831634,0.46488958471456165,0.01,1,12.350524425727256,152.75157591646166,34.727723245421146,2.634174098968506
0.05,2.0,0.1,ascent,12.364426404184195,36.61613181333038,11.76195993207167,13.698338590831634,0.4625609217691116,0.01,1,12.35577102807184,152.8790403044873,35.03457003865884,2.0526440143585205
0.05,2.0,1.0,ascent,13.391489841072055,46.96877724531784,12.642411176571153,14.30195743011443,0.5112357226255053,0.01,4,13.381727773327611,179.33200016353604,46.92422688897932,2.4290671443939207
0.05,2.0,10.0,ascent,1.7481635958412975,0.05675366435466637,1.7481635958412949,1.7481635958412984,1.528725100113571e-15,0.01,25,1.7481635958412978,3.0560759578247754,0.056753664354666375,1.9011138248443604
0.1,0.1,0.01,ascent,13.633559971191776,39.591657516139264,11.73729635022328,14.302665053088278,0.9066008540835249,0.01,1,13.603383122571296,185.87395748808268,38.54956459608272,1.821989049911499
0.1,0.1,0.1,ascent,3.8176762830108153,0.4666752379942457,1.0789887981681727,4.5465591830990775,0.809189877611424,0.01,1,3.7309333877509103,14.574652201863275,0.4280719414725887,1.9244672107696532
0.1,0.1,1.0,ascent,2.966357374303139,0.25469952035424875,0.18250989192577238,4.208559105427579,1.1791667941814026,0.01,1,2.7219187613855356,8.799276072082613,0.20432927956694588,2.079990873336792
0.1,0.1,10.0,ascent,3.0879165712887278,0.3035971617720738,0.42483695745184535,4.291620877952656,1.1856336519796724,0.01,1,2.851228085322687,9.535228751239533,0.24616017123974132,2.3304142570495605
0.1,0.5,0.01,ascent,12.279993646741737,33.903225047649634,11.70227832529824,12.827831463338068,0.36179175408106834,0.01,1,12.274662956297268,150.79824396401742,32.363081546001325,2.332834300994873
0.1,0.5,0.1,ascent,12.219005039526005,37.306948763262746,8.877994153465288,14.148834684122845,1.2614176920159939,0.01,1,12.153719988638494,149.3040841559619,34.18025718404267,2.53342098236084
0.1,0.5,1.0,ascent,4.196600880604043,1.0621042936386322,0.8895487405751941,6.283815904768375,1.1185721391677255,0.01,1,4.044781245081663,17.61145895108663,0.8105334995024929,2.677377634048462
0.1,0.5,10.0,ascent,3.3527348337140808,0.45560813039222536,0.21697807635590438,4.600010424305811,1.1761159546998203,0.01,1,3.1396786660899414,11.240830865199785,0.3403708032539605,1.854517297744751
0.1,1.0,0.01,ascent,12.207818733123892,29.870575322043447,10.568112377131525,14.302605427560337,0.7218978435878692,0.01,1,12.186455667019588,149.03083822081064,28.73519670978361,1.9058838748931886
0.1,1.0,0.1,ascent,12.6973997832102,35.788253034344685,10.545445597015346,14.302605427560337,0.9358955649503902,0.01,1,12.66286147543961,161.22396125466642,34.47336886180994,1.8673045825958252
0.1,1.0,1.0,ascent,10.06572849844561,26.385969624464288,2.5257659131902064,14.302605427560337,3.8031460073768746,0.01,1,9.319601421251525,101.31889020442011,20.388525070488743,1.4610021495819092
0.1,1.0,10.0,ascent,3.5518514771915406,0.6154796085219248,0.34145042243333323,4.607257997738685,1.1230672168578255,0.01,1,3.369624451247787,12.615648916027729,0.4608754378922075,1.5598433685302735
0.1,2.0,0.01,ascent,12.977340477412465,47.335885871453634,12.459025330052015,14.302605427560337,0.6731462200756084,0.01,2,12.959870370998543,168.411365866688,47.03288475229196,1.5504056549072265
0.1,2.0,0.1,ascent,13.398264943172514,46.77640704463611,12.642411176571153,14.302605427560337,0.8240987537490402,0.01,14,13.372896647006392,179.51350348744555,46.620800000064776,1.5548824310302733
0.1,2.0,1.0,ascent,13.530457890879665,43.554709959679734,11.033429432923299,14.302605427560337,0.9587430444634889,0.01,1,13.49644777382407,183.0732907368678,43.05083432233788,1.5744501399993895
0.1,2.0,10.0,ascent,6.124233518568918,7.295927721342362,0.44587679453952633,12.40428814176496,2.949691510317077,0.01,1,5.367080787907555,37.506236189963026,4.036778420678021,1.4192304611206055
