lr,sigma,T0,ascent_method,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.01,0.1,0.1,ascent,57.26399951530895,19.144076743792386,40.50056306418858,72.65911471009868,9.49856106998973,0.01,1,56.47072673597339,3279.165640489304,16.590361947507,2.1718750476837156
0.01,0.1,1.0,ascent,58.480028773798324,21.384534404604352,40.1886308362325,80.25176498128533,10.638330816002712,0.01,1,57.50425795394257,3419.91376538428,18.454038652516616,1.9400501251220703
0.01,0.1,10.0,ascent,52.08818865867178,17.489492138102484,27.278939461588045,72.48205288155077,11.173944853396959,0.01,1,50.875557531634264,2713.179397741384,15.031575167235001,2.645515327453613
0.01,0.5,0.01,ascent,59.220623238429,21.403780392282467,40.43353949654073,80.6828702251065,10.819886612811343,0.01,1,58.223811885120185,3507.082216747957,18.439603343755742,2.76316445350647
0.01,0.5,0.1,ascent,57.8833696997587,20.08796835961673,44.335011603668846,80.48769771922633,9.313499492659902,0.01,1,57.129180065874976,3350.484487798944,17.777469812721876,2.3837755870819093
0.01,0.5,1.0,ascent,56.83985750840459,23.252340333452757,15.933720652871044,80.38209962913305,16.81927627423711,0.01,1,54.29439517285943,3230.7694015757374,18.851508218161356,2.0363333129882815
0.01,0.5,10.0,ascent,68.34609506286101,42.68474667510691,50.91983005625052,80.59837022574692,12.09432323329303,0.01,5,67.2674962806723,4671.188710341634,42.2350133800761,2.0090931606292726
0.01,1.0,0.01,ascent,36.60071406668989,22.930851464356728,11.660583756262936,56.156525255177726,10.033226466884468,0.01,1,35.19867379399116,1339.6122701915913,19.317334667711265,1.9093600273132325
0.01,1.0,0.1,ascent,45.79014044464448,36.144011989358724,15.47612927853521,76.6604824041708,11.620218431060984,0.01,1,44.291167127935296,2096.736961940266,33.23977808429324,1.980696268081665
0.01,1.0,1.0,ascent,58.829856244079046,44.452418516461634,27.988331904244813,80.20569143260602,12.580889536192057,0.01,1,57.46888901116098,3460.951985699006,43.612403095684016,1.9950034141540527
0.01,1.0,10.0,ascent,51.225413025701634,48.446221664737486,49.7494653346544,62.28828894055795,2.511764915086099,0.01,4,51.1637955654686,2624.0429396537224,48.372123115621065,1.892160120010376
0.01,2.0,0.01,ascent,61.55865508348287,44.06883211211967,50.0,70.46513051017101,10.153897207495026,0.01,11,60.71545426978897,3789.468015687211,43.66691548678926,2.188241271972656
0.01,2.0,0.1,ascent,52.580156896246535,48.430249421562955,50.0,70.46513051017101,5.425536440426056,0.01,14,52.299488081314045,2764.672899233902,48.32506392104451,2.0833985900878904
0.01,2.0,1.0,ascent,56.27273276203633,46.566525585493224,50.0,70.46513051017101,8.365208415702384,0.01,9,55.64749536744145,3166.6204525075564,46.32159176313351,2.211129093170166
0.01,2.0,10.0,ascent,53.789054106195806,47.66670935309253,50.0,70.46513051017101,6.354031026547403,0.01,9,53.41243891972106,2893.26234163926,47.52719588156676,2.1656138038635255
0.05,0.1,0.01,ascent,78.89439769312249,40.83211899480562,53.974180321163885,80.66508270724871,6.152890760940039,0.01,1,78.65410302485503,6224.32598736057,40.806428408013225,2.4913257694244386
0.05,0.1,0.1,ascent,75.87719406031475,39.52302880416536,23.038436353715134,80.7008594892969,12.426139390885078,0.01,1,74.85278644315761,5757.348578466665,38.70359551842344,2.4283205318450927
0.05,0.1,1.0,ascent,62.422090554652264,44.767877382139545,36.23568069888347,80.70151663647708,14.685748837131445,0.01,1,60.66997750375303,3896.5173892132075,43.556357484262705,23.712184963226317
0.05,0.1,10.0,ascent,65.14728508582263,45.88011249144939,49.77070170911021,80.51992371353892,15.209585663885681,0.01,8,63.34695934286326,4244.1687540534485,45.668759423938006,1.8199246788024903
0.05,0.5,0.01,ascent,64.61026502737582,42.77549495570708,50.0,80.50000000000006,11.216985754989432,0.01,8,63.62912522956847,4174.486346907743,41.83392554159045,2.3119204235076904
0.05,0.5,0.1,ascent,63.579078982636744,41.36345453261731,50.0,80.50000000000006,11.529252538975136,0.01,9,62.524999961398606,4042.299284280361,40.06103119196501,2.107869863510132
