algorithm,lr,sigma,T0,mean,best,worst,std,rmse,mse,rmed,mean_runtime,mean_distance_to_x_star
Hybrid_SA_GD,0.05,0.1,0.1,-18.043228000559548,-29.244349658375633,-6.384276708418207,7.504827222877235,182.11147494900368,33164.5893081016,13.270897781333286,21.558352828025818,
Hybrid_SA_GD,0.05,0.1,1.0,-18.351717104723708,-33.54275370131749,12.567250323712157,14.087649429634599,182.19374452833063,33194.56054525461,13.19723987620326,27.274507761001587,
Hybrid_SA_GD,0.05,0.1,10.0,-13.587045062498007,-41.736690405168595,5.343636694457847,14.33724713836996,186.96348954819453,34955.346424037845,13.492371045328186,26.310444951057434,
Hybrid_SA_GD,0.05,0.5,0.01,11.567144711262847,-36.52916097112945,107.54439911376721,46.33368721668909,216.58131796711,46907.46729237041,12.892085766460136,28.6478759765625,
Hybrid_SA_GD,0.05,0.5,0.1,-15.164146797023552,-28.50960832606581,2.439918789794233,10.276966969670543,185.12133501940818,34269.90867936796,12.90525708818391,28.58453435897827,
Hybrid_SA_GD,0.05,0.5,1.0,-17.053628939387416,-34.20073859448829,5.674765374670891,10.441749258583803,183.24411262528048,33578.404811826476,13.54134331506268,31.05867393016815,
Hybrid_SA_GD,0.05,0.5,10.0,-15.455615060723826,-37.817467545707416,5.131796107309763,14.763662018609775,185.13399398493914,34274.59572881548,13.49218324419007,30.538981461524962,
Hybrid_SA_GD,0.05,1.0,0.01,163.00858119185636,29.7372586900753,241.30090070864654,66.28550407467172,369.01083733321155,136168.9980693579,11.882983353673271,31.696549153327943,
Hybrid_SA_GD,0.05,1.0,0.1,3.372053012859845,-31.59480770263486,49.68661489249244,23.432681038510452,204.71756760795603,41909.28248731804,12.049193495933169,31.6807550907135,
Hybrid_SA_GD,0.05,1.0,1.0,-4.791907808197638,-21.143472549333453,15.927609085499949,12.0780459627613,195.58138574885336,38252.07845144178,13.259686853417373,85.94259078502655,
Hybrid_SA_GD,0.05,1.0,10.0,-22.764091916693292,-49.74710584883085,-6.693119482659789,13.939922757400796,177.78326288094908,31606.888560596642,13.440797064908132,25.105579590797426,
Hybrid_SA_GD,0.05,2.0,0.01,251.6019109222529,225.7682341286674,285.4926696447869,19.966874043226106,452.0430975113861,204342.96200768853,11.394077320907638,25.071202874183655,
Hybrid_SA_GD,0.05,2.0,0.1,194.3287429156514,43.105003782288144,266.3004900922089,70.45916161293522,400.5741516181937,160459.65094463565,11.610592983999355,26.65517394542694,
Hybrid_SA_GD,0.05,2.0,1.0,-13.972723162275278,-78.6658172450739,92.35635109060841,48.90426605394273,192.3480568291094,36997.774965934295,11.881244765112475,23.894645309448244,
Hybrid_SA_GD,0.05,2.0,10.0,-16.79892071125997,-37.636046784227126,-2.738905441420009,9.417828964572854,183.4429910216391,33651.33095496516,13.432510994620232,23.630639219284056,
Hybrid_SA_GD,0.1,0.1,0.01,-12.643560549752305,-29.622456413094543,22.254453616884838,14.897471117188957,187.94778543298088,35324.37004916182,13.147654831055393,451.85104048252106,
Hybrid_SA_GD,0.1,0.1,0.1,-18.661127786585553,-43.18822639137224,-2.796072232159921,13.458457093830628,181.83761063921713,33064.91664297953,13.478926793897395,33.10110020637512,
Hybrid_SA_GD,0.1,0.1,1.0,1.2041588178313112,-15.135989690967362,19.178259408999235,10.295501572869604,201.46739408208973,40589.11087822804,13.187948837022804,23.438031458854674,
Hybrid_SA_GD,0.1,0.1,10.0,-2.317121657286194,-30.774757419602963,23.826661579790542,15.253814326964678,198.27052035383804,39311.199241381706,13.42175879560239,22.25739004611969,
Hybrid_SA_GD,0.1,0.5,0.01,131.6744600846756,29.680401995321002,275.4581079265225,70.78300838367751,339.14330562212905,115018.18174830484,11.787231829138284,25.848954916000366,
Hybrid_SA_GD,0.1,0.5,0.1,-26.19393390814347,-61.10955708697362,21.586897107644106,24.970583056387817,175.59065643849834,30832.078628502764,12.748713398632063,23.22671504020691,
Hybrid_SA_GD,0.1,0.5,1.0,-9.735524130227812,-28.34615550993803,15.837155958791957,13.455707780495338,190.7396834690495,36381.6268498732,13.098511577670955,26.618018794059754,
Hybrid_SA_GD,0.1,0.5,10.0,-15.083617532110662,-28.506932811458558,5.3498209906433285,11.083544534763103,185.2482482088962,34316.913464464815,13.40001353508272,23.206436252593996,
Hybrid_SA_GD,0.1,1.0,0.01,214.22376836173765,55.24561625806699,297.83811088243425,62.80418134675616,418.957868371552,175525.69547043473,11.696885316103046,24.543314623832703,
Hybrid_SA_GD,0.1,1.0,0.1,85.87457437912526,22.751564344370713,202.45323843699404,54.02821360704869,290.9352507724268,84643.32014201488,12.162980010375188,28.777805757522582,
Hybrid_SA_GD,0.1,1.0,1.0,-51.075454310430295,-105.27955418605906,32.442971833057605,42.24115045921503,154.79933817998958,23962.835100962777,12.134103671365542,19.29232943058014,
Hybrid_SA_GD,0.1,1.0,10.0,-8.07274418444469,-42.96056492454423,24.10197841660505,18.456002899309166,192.8125918292395,37176.695567908915,13.339330073165675,19.39486379623413,
Hybrid_SA_GD,0.1,2.0,0.01,258.451673023058,227.1118210362592,288.72172140104277,18.28841914633476,458.81630613189077,210512.4027725129,11.421259799150835,22.016115808486937,
Hybrid_SA_GD,0.1,2.0,0.1,223.2664383817283,88.56580936292134,270.98963476039586,51.26619773292338,426.3598256054909,181782.70089034463,11.396558217348732,26.377491354942322,
Hybrid_SA_GD,0.1,2.0,1.0,102.30719821456769,-15.351381599503968,171.31393759028597,58.05028343854992,307.8302738517411,94759.4774996379,12.177391936671128,22.19292197227478,
Hybrid_SA_GD,0.1,2.0,10.0,-98.5992553652067,-156.0,-19.886040165174748,40.736310236313884,109.27743584180485,11941.557984159774,10.455088873446043,24.19396710395813,
