algorithm,lr,mean,best,worst,std,rmse,mse,mean_runtime,mean_distance_to_x_star
GD_continuous,0.0001,-14.935063100652885,-49.287373413958754,9.431622245110276,15.446709157194224,185.70845886320387,34487.63169334628,3.760227394104004,
GD_continuous,0.001,-15.796755720790118,-41.47798420920365,8.869569797487989,14.032804274674207,184.73698817182657,34127.754798797585,0.47024523735046386,
GD_continuous,0.01,-17.036297462769497,-41.64961731055414,1.463717846478524,11.432792604026053,183.32055311082507,33606.425192858835,0.053685569763183595,
GD_continuous,0.05,-13.396860021935419,-45.09791317288984,12.47979722099499,15.390528662177365,187.23674912306734,35057.600222174464,16.9229798412323,
GD_continuous,0.1,-7.65499497298937,-28.73808018013699,8.290316930533526,10.525829115383436,192.63279585108813,37107.394037407,15.586461668014527,
GD_continuous,0.3,-11.150623057084454,-62.60543570754125,50.36281009696596,25.98971471795344,190.6293588166524,36339.552442848006,15.934034700393676,
GD_continuous,0.5,-121.71061728394965,-145.3827160493827,-95.38271604938272,14.387685923518166,79.60045824173379,6336.232952294005,1.267560453414917,
