T0,alpha,step_size,mean,best,worst,std,epsilon,near_optimal_count
100,0.99,0.1,0.0005092881540149143,1.975781579915478e-05,0.004674519084160263,0.0009916860614380934,1e-05,3
100,0.99,0.3,0.003240797802118748,7.900785925877998e-05,0.015802997793513834,0.003810950319540848,1e-05,1
100,0.99,0.5,0.009312231827744965,3.0401109296295707e-05,0.056110755319149566,0.013622874424730189,1e-05,1
100,0.995,0.005,6.709380391765148e-07,4.276517502894444e-08,3.153905813813903e-06,7.417704535259028e-07,1e-08,1
100,0.995,0.01,2.2046186932962442e-06,1.1068848138762068e-07,1.1952908145102145e-05,2.8752238202330404e-06,1e-07,1
100,0.995,0.05,4.883319890094357e-05,6.150738760793801e-07,0.0001190074536197991,3.558943307819896e-05,1e-07,1
100,0.995,0.1,0.00029843871690869803,1.881822617247263e-05,0.0008730861378856147,0.00026680653482845937,1e-05,2
100,0.995,0.3,0.0030616690768008998,5.1999784229436396e-05,0.012770261331515024,0.003807766543658434,1e-05,1
100,0.995,0.5,0.007472631617585057,0.0006066536159162242,0.036380199008085055,0.008699943455475789,0.0001,2
100,0.999,0.005,1.1549127301600125e-06,1.710157345000971e-08,9.831406741003227e-06,2.16416366764979e-06,1e-08,3
100,0.999,0.01,3.2956834216766306e-06,1.4575013245481597e-08,1.828086042494847e-05,4.243573979059336e-06,1e-08,1
100,0.999,0.05,7.701899667665242e-05,5.850843478842486e-06,0.0003795094701204904,9.022363050646988e-05,1e-06,1
100,0.999,0.1,0.0003646524267043104,2.8880722675936882e-05,0.0014143944439865314,0.0003439809123038493,1e-05,1
100,0.999,0.3,0.004513816806755741,2.3827235852335377e-05,0.021969449342043434,0.006056124005075601,1e-05,1
100,0.999,0.5,0.006039930424494977,0.0004180917731910396,0.02114836481837838,0.005652955655226079,0.0001,1
