lr,sigma,T0,ascent_method,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.01,0.01,0.1,ascent,1926.4778646495743,7.384516531119701,892.2158654459411,2574.215370829744,840.9997526919016,0.01,1,1733.2156181378427,3711316.9629847836,7.148410714335187,0.797443151473999
0.01,0.01,1.0,ascent,1155.7075061281641,9.445653923310408,678.3672457416098,1486.9894281221045,404.31109119024734,0.01,1,1082.6783369318573,1335659.8397209807,9.441755162936882,0.9624506235122681
0.01,0.1,0.01,ascent,1847.782586054685,3.5432113688647395,830.4399999999999,2477.6945689599997,823.62728448,0.01,1,1654.06728448,3414300.4853269397,2.9607528447999996,0.6688344478607178
0.01,0.1,0.1,ascent,2688.2937766286777,12.756549482130657,1195.3935999999999,3609.0,1206.8032,0.01,1,2402.1967999999997,7226923.42946048,9.603967999999998,0.6593962907791138
0.01,0.1,1.0,ascent,1805.6719649699996,11.273929600687257,585.0,2485.6945689599997,950.3472844799999,0.01,1,1535.3472844799999,3260451.2450786196,11.1335528448,0.9698724746704102
0.05,0.001,0.01,ascent,3405.614079315628,13.766822279985128,3298.548814533721,3509.4145142179837,105.43284984213142,0.01,1,3403.9816643758522,11598207.25723283,13.013240038879413,0.7669919729232788
0.05,0.001,0.1,ascent,3605.0022191394,14.560219778561034,3601.0,3609.0,4.0,0.01,1,3605.0,12996041.0,14.0,1.1982172727584839
0.05,0.001,1.0,ascent,3605.0022191394,14.560219778561034,3601.0,3609.0,4.0,0.01,1,3605.0,12996041.0,14.0,0.7871427536010742
0.05,0.01,0.01,ascent,1301.7054125709146,1.476399731743126,1038.4969840400001,1519.999334332964,240.75117514648196,0.01,1,1279.248159186482,1694436.981116415,1.42711899186482,0.8187696933746338
0.05,0.01,0.1,ascent,1306.3801038714112,6.973009487626437,1038.4969840400001,1527.999334332964,244.75117514648196,0.01,1,1283.248159186482,1706628.9757910788,5.4271189918648215,0.7479329109191895
0.05,0.01,1.0,ascent,1527.999334332964,9.805388143329642,1527.999334332964,1527.999334332964,0.0,0.01,2,1527.999334332964,2334781.965721981,9.805388143329642,0.7582011222839355
0.05,0.1,0.01,ascent,3605.0022191394,14.560219778561034,3601.0,3609.0,4.0,0.01,1,3605.0,12996041.0,14.0,0.8193079233169556
0.05,0.1,0.1,ascent,2788.913946323909,10.000000000000002,1609.0,3601.0,996.0,0.01,1,2605.0,7778041.0,10.000000000000002,0.6645342111587524
0.05,0.1,1.0,ascent,2794.0796337971474,14.560219778561034,1609.0,3609.0,1000.0,0.01,1,2609.0,7806881.0,14.0,0.7295132875442505
