lr,sigma,T0,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.0001,0.1,0.01,10.49099763639698,4.385398104495719,3.7441357580011325,14.029314731077005,2.898612092747207,0.01,1,10.082612724024793,110.06103140688701,4.062407839291776,0.026854288578033448
0.0001,0.1,0.1,9.950948013242593,3.8892227613647954,4.495075902156181,13.666895232032635,2.108616308835301,0.01,1,9.724973194018096,99.02136636225671,3.7210617926886256,0.0814750075340271
0.0001,0.1,1.0,9.802393106204686,4.059455388641021,2.970574623497726,13.400957174812246,3.0267882376447344,0.01,1,9.323382625046804,96.08691060856914,3.7298476162222727,0.06374506950378418
0.0001,0.1,10.0,8.450870256241263,3.26590549329681,2.9144167792020927,13.911905011472662,2.928350357101731,0.01,1,7.92729287171134,71.41720808782325,2.873015806391542,0.1315205931663513
0.0001,0.5,0.01,10.119489163676297,4.209910295398077,4.14197495267527,14.070005570530348,3.029921639824617,0.01,1,9.655238774379665,102.404060933762,3.8374918047494666,0.2972991824150085
0.0001,0.5,0.1,7.902106931078342,3.093699429896792,3.6821584505464244e-05,12.4829723937791,3.1963393440688463,1e-05,1,7.226804878212356,62.44329395019637,2.7190908200746198,0.320577597618103
0.0001,0.5,1.0,7.7202281009166525,3.0929821487474465,0.0008029244251734902,11.705907990615898,4.102285639586445,0.0001,4,6.540120370560926,59.60192193018314,2.5341624379082455,0.3665876746177673
0.0001,0.5,10.0,4.662844478663666,1.7497582574138617,0.0008029244245588707,9.594783326676763,3.729189725318238,0.0001,12,2.7991539123072746,21.742118632204235,0.9875320884701081,0.828588330745697
0.0001,1.0,0.01,9.583805844297215,3.986441239014276,3.6957078653186426,13.79133890157791,2.7364492137916225,0.01,1,9.184834247906963,91.84933446118546,3.68577301911746,0.6227325201034546
0.0001,1.0,0.1,8.192270460720453,3.1382515627340624,3.8089833083359506,12.644262140571467,2.022689118430684,0.01,1,7.9386411955557605,67.1132953015929,2.9352937112665356,0.7887984991073609
0.0001,1.0,1.0,5.8057388993279835,2.2432812748676745,0.0004891124378016976,11.325989298225378,4.056313097928508,0.0001,1,4.153664432611732,33.706604167170106,1.542821846341488,0.8230291724205017
0.0001,1.0,10.0,3.5059043074599,1.4485706329332968,0.000726677543444243,12.712411915867722,3.2895156397293825,0.0001,17,1.2126218986319146,12.291365013065882,0.45616246332442073,1.0097710490226746
0.0001,2.0,0.01,9.779026640928054,4.0422312030699254,3.8932326610185446,13.824778289750343,2.4124154789006407,0.01,1,9.4767934239985,95.6293620439806,3.820284208858039,1.0555789589881897
0.0001,2.0,0.1,8.611592657086575,3.4419439032542436,2.2267411987816925,11.508296684990766,2.6654393275924324,0.01,1,8.188709378315426,74.15952809158742,3.1549671819086624,1.0778021693229676
0.0001,2.0,1.0,3.4124908735449004,1.1189998370642296,0.0004079337612066247,10.385678102859037,2.8635448760063698,0.0001,1,1.856126263249595,11.645093962027238,0.5167505302273703,1.0714058876037598
0.0001,2.0,10.0,0.0007902775737526339,0.00027866592089725287,0.00043939063077091944,0.0008605730840405279,8.082279837671941e-05,0.0001,1,0.0007861337792252066,6.245386435763496e-07,0.0002772091795158038,1.1118168115615845
0.001,0.1,0.01,5.213322789144152,2.1616085769320788,0.0072358221130071065,13.00435789294538,4.411997537222191,0.001,2,2.777231037446306,27.178734503809757,1.0779456868089672,0.7148416042327881
0.001,0.1,0.1,2.5795384669820596,1.229009059050456,0.008297019420407725,11.535990034742513,2.512402444585081,0.001,19,0.5846816732915958,6.654018702640153,0.2775278635416,1.0467568635940552
0.001,0.1,1.0,0.008297022563859339,0.0028566196328338967,0.00829701944455552,0.008297024635230077,2.025773278846704e-09,0.001,20,0.00829702256385909,6.884058342519098e-05,0.002856619632833881,1.1410346746444702
0.001,0.1,10.0,0.008297022991525967,0.0028566196955004176,0.008297019419700735,0.00829702463594062,2.092709521913369e-09,0.001,20,0.008297022991525705,6.88405905219105e-05,0.0028566196955004015,1.0947337031364441
0.001,0.5,0.01,3.6404537555520013,1.2628661517039461,0.0037682264549379063,11.22553088374232,3.056267021591801,0.001,1,1.977911888594397,13.25290354631267,0.6159433840567943,1.200786292552948
0.001,0.5,0.1,0.7243717835150744,0.14762304128040185,0.008297019457458976,3.2392872123730574,0.7041779864358465,0.001,19,0.1698465312332469,0.5247144807528097,0.03571743231124311,1.0543039560317993
0.001,0.5,1.0,0.008297022635798186,0.002856619643375307,0.008297019817387952,0.008297024636292338,1.8047657228977108e-09,0.001,20,0.00829702263579799,6.884058461894749e-05,0.002856619643375295,1.0574965596199035
0.001,0.5,10.0,0.008297022586116892,0.0028566196360954458,0.008297019419782448,0.008297024623868499,1.942656669950703e-09,0.001,20,0.008297022586116665,6.884058379453383e-05,0.002856619636095432,1.0783779740333557
0.001,1.0,0.01,5.4764944385669425,1.8178694322949684,0.008297019586354981,8.377754280339332,2.7913393244027507,0.001,1,4.71173175294365,29.991991335654653,1.49854846180862,1.19408620595932
0.001,1.0,0.1,0.008297022194178086,0.002856619578664281,0.008297019790159954,0.008297024557294197,1.6714625591719057e-09,0.001,20,0.008297022194177916,6.884057729068373e-05,0.0028566195786642705,1.1473724961280822
0.001,1.0,1.0,0.008297022463051543,0.0028566196180625125,0.008297019426980246,0.00829702463353188,1.680815618057813e-09,0.001,20,0.008297022463051373,6.88405817523819e-05,0.0028566196180625017,1.1399528861045838
