T0,alpha,step_size,mean,best,worst,std,epsilon,near_optimal_count
50,0.999,0.1,10.202285859201586,0.9974513570572974,24.874901904674715,7.737918529840585,0.01,2
50,0.999,0.3,0.9436712539831722,0.0038278738527353084,3.991838373762169,0.948618412773675,0.001,1
50,0.999,0.5,0.20866953057881635,0.003157132879703539,1.091614091397343,0.31652902257784793,0.001,1
100,0.95,0.005,18.008657088457344,0.9949805102535425,40.792990093140695,10.866851476045852,0.01,1
100,0.95,0.01,16.86450911850927,0.9950839381958776,40.79307603844044,10.46106011457788,0.01,1
100,0.95,0.05,17.860542834016762,1.9904857375986644,40.79406698977583,10.709092355971944,0.01,1
100,0.95,0.1,14.381020507732838,1.0002444070036418,33.8293255113693,9.039710749050368,0.01,1
100,0.95,0.3,6.013055943236651,0.12693782369463413,17.930806880842958,4.396578521139017,0.01,1
100,0.95,0.5,0.38294715149487313,0.0009060434232601722,1.998613151112103,0.53448079099355,0.0001,1
100,0.99,0.005,16.416753488816962,4.974791372333385,40.793032111961,8.840508953174465,0.01,3
100,0.99,0.01,20.794539657223588,0.9949819152141899,49.7475960753823,13.425933419898355,0.01,1
100,0.99,0.05,12.338703645315803,0.0017766116345416805,31.84171454608841,8.619004271930994,0.001,2
100,0.99,0.1,10.652348798872717,0.0173781372148909,31.84037822573356,8.64378179617779,0.01,1
100,0.99,0.3,5.465113526890763,1.009076593489068,17.95330798914666,4.38443066017159,0.01,2
100,0.99,0.5,0.4878171970221242,0.001439765247374325,4.284177560840655,0.9692034209099992,0.001,1
100,0.995,0.005,17.660418831934834,0.9949655772421515,40.79297748323019,11.185433864975344,0.01,2
100,0.995,0.01,19.99858859305053,3.979866258590688,49.74746802898752,12.60446678556703,0.01,1
100,0.995,0.05,17.014979781925135,7.95966705141001,33.82835883503497,7.940290020125571,0.01,2
