lr,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.0001,22.0708944058956,4.368704720506408,0.9949591657508243,40.79296684312338,10.915540094885477,0.01,2,19.182683970527723,487.1243798761937,4.104062167368291,0.02216151237487793
0.001,17.435251681827864,3.8016890777580805,1.8332357853978465e-10,33.82832417646347,9.642301242105106,1e-10,1,14.526321900783412,303.9880012086814,3.492023877350209,0.0041725063323974606
0.01,35.63154513372481,3.844225486697771,9.793827169830449,52.05061616457612,9.973936658958426,0.01,1,34.20712785575184,1269.6070086166683,3.653779888009167,0.8910826683044434
0.05,56.73684276691304,5.86683319498068,33.783869674100586,80.50000000000006,12.964165873531455,0.01,1,55.235855477768936,3219.069327157413,5.816380767522727,0.9807599925994873
0.1,37.30204067122895,5.613051827386931,24.128977782395705,50.0,8.645234243957448,0.01,6,36.2863908801237,1391.4422382380187,5.476326987537476,0.9250147151947021
0.3,18.539687160251756,3.944616584663223,8.000000000000185,29.000000000000092,10.079999999999957,0.01,16,15.560000000000151,343.7200000000038,3.7488526904060073,1.4799141693115234
0.5,3.4237501722600425e-12,5.8750313551843266e-08,0.0,1.7118750861300214e-11,3.354576371521246e-12,1e-11,24,6.847500344520086e-13,1.1722065242050672e-23,1.1996085443750821e-08,0.000809335708618164
