lr,sigma,T0,rmse,rmed,best,worst,std,epsilon,near_optimal_count,mean,mse,med,mean_runtime
0.001,1.0,1.0,1.249097583164696e-06,0.0025004279978140384,1.2478128271749025e-06,1.2528264032555065e-06,1.7805233940584382e-09,1e-06,20,1.2490963141424796e-06,1.5602447722678848e-12,0.002500426576703544,0.5006918549537659
0.001,1.0,10.0,1.2484707573337281e-06,0.002499465538820287,1.2478088828347696e-06,1.2528181822220365e-06,1.0309084976756792e-09,1e-06,20,1.2484703317040108e-06,1.5586792319174525e-12,0.0024994650840847238,0.49284586906433103
0.001,2.0,0.01,24.796725255763835,1.3340474318332927,3.903369185763258e-05,94.04354270442823,23.18865147561069,1e-05,1,8.784305672760606,614.8775834098361,1.187919034058028,0.830602478981018
0.001,2.0,0.1,0.002443898460805202,0.050241509672806085,1.24782172533235e-06,0.010929436392573655,0.002381561229003863,1e-06,16,0.000548457654912068,5.9726396867260355e-06,0.014024819750593474,0.7339632391929627
0.001,2.0,1.0,1.2483372193752953e-06,0.002499220146601845,1.247791001839379e-06,1.2487659343957299e-06,3.321496066121125e-10,1e-06,20,1.2483371751871702e-06,1.5583458132776442e-12,0.0024992201245043495,0.7853752732276916
0.001,2.0,10.0,1.2482329639836892e-06,0.00249911583075004,1.2477867299685e-06,1.2487289493284926e-06,3.2659745171595635e-10,1e-06,20,1.2482329212569308e-06,1.5580855323755062e-12,0.0024991158093834306,0.6487035393714905
0.01,0.1,0.01,406.13671350881066,2.5291269188700416,401.0,415.3727244621927,4.392745006735342,0.01,8,406.1129570095536,164947.03005973776,2.3747094732418588,0.24319679737091066
0.01,0.1,0.1,404.61957441527716,2.366431913239847,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.2008424063809726,0.0483436107635498
0.01,0.1,1.0,403.0148880624635,2.0,401.0,409.0,3.4641016151377544,0.01,15,403.0,162421.0,1.851229586821916,0.011855614185333253
0.01,0.1,10.0,405.4195357897791,2.5298221281347035,401.0,409.0,3.9799497484264794,0.01,9,405.4,164365.0,2.375648816160501,0.004334306716918946
0.01,0.5,0.01,782.5497171578346,2.0377689173782736,144.07033210601597,2827.0492029032125,554.0554676712366,0.01,1,552.6360453023437,612384.0598238069,1.879441502346884,0.3927752137184143
0.01,0.5,0.1,404.61957441527716,2.366431913239847,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.2008424063809726,0.11256520748138428
0.01,0.5,1.0,405.4195357897791,2.5298221281347035,401.0,409.0,3.9799497484264794,0.01,9,405.4,164365.0,2.3756488161605014,0.021513652801513673
0.01,0.5,10.0,405.4195357897791,2.5298221281347035,401.0,409.0,3.9799497484264794,0.01,9,405.4,164365.0,2.3756488161605014,0.005844056606292725
0.01,1.0,0.01,960.3581576976305,2.2929961651018864,121.09097450585793,2911.4324072449217,705.991822661358,0.01,1,651.0478764205292,922287.7910563869,2.066164746862359,0.4139096736907959
0.01,1.0,0.1,744.2649156717838,2.343966035547277,401.0,2823.3926921345087,527.2281728024251,0.01,11,525.3196346067255,553930.2646999274,2.183116695203235,0.2429115056991577
0.01,1.0,1.0,404.61957441527716,2.366431913239847,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.2008424063809726,0.033213484287261966
0.01,1.0,10.0,404.61957441527716,2.3664319132398464,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.2008424063809726,0.010938811302185058
0.01,2.0,0.01,828.9931924032364,2.5471574782171933,198.15519178753578,1913.6196030797255,521.6411120622182,0.01,1,644.2982719652457,687229.7130509093,2.4135104583892604,0.436957848072052
0.01,2.0,0.1,404.61957441527716,2.3664319132398464,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.200842406380973,0.12129558324813842
0.01,2.0,1.0,405.4195357897791,2.5298221281347035,401.0,409.0,3.9799497484264794,0.01,9,405.4,164365.0,2.3756488161605014,0.04794025421142578
0.01,2.0,10.0,403.41665805962947,2.0976176963403033,401.0,409.0,3.6660605559646715,0.01,14,403.4,162745.0,1.9386327917116801,0.026921117305755617
0.05,0.1,0.01,1202.8786306190661,2.5298221281347035,401.0,3609.0,960.1415728943311,0.01,10,724.6,1446917.0,2.342263762618282,0.1310236096382141
0.05,0.1,0.1,1201.8140455161938,2.5298221281347035,401.0,3601.0,958.8075093573267,0.01,9,724.6,1444357.0,2.3756488161605014,0.0314542293548584
0.05,0.1,1.0,403.6385426332348,2.28018747183601,389.1303920045743,409.0,5.0843323329496535,0.01,1,403.6065196002287,162924.0730990817,2.113175278698081,0.014994215965270997
0.05,0.1,10.0,404.61957441527716,2.366431913239847,401.0,409.0,3.9799497484264794,0.01,11,404.6,163717.0,2.2008424063809726,0.004294764995574951
0.05,0.5,0.01,1448.7905209256335,2.808983519302098,401.0,3609.0,1139.9514919675594,0.01,7,894.1501940305691,2098993.9735239684,2.640089565610431,0.20483458042144775
0.05,0.5,0.1,1446.2741787088644,2.449489742783178,401.0,3609.0,1144.8172605267619,0.01,13,883.8,2091709.0,2.18809045064408,0.05385655164718628
0.05,0.5,1.0,1202.743946149803,2.449489742783178,401.0,3609.0,960.274627385312,0.01,11,724.2,1446593.0,2.254860557728518,0.021823954582214356
0.05,0.5,10.0,1652.5026475016614,2.8284271247461903,401.0,3609.0,1279.8061728246196,0.01,7,1045.4,2730765.0,2.6584915286351203,0.006848108768463135
0.05,1.0,0.01,1214.177140945365,2.646369420850492,334.76190031107586,3609.0,955.4602071190525,0.01,1,749.2142031530623,1474226.1295942604,2.454636305483045,0.27762885093688966
0.05,1.0,0.1,2003.4073474957609,2.898275349237888,401.0,3609.0,1466.429677822977,0.01,7,1365.0,4013641.0,2.7125096799826656,0.07763800621032715
0.05,1.0,1.0,1445.17576785663,2.898275349237888,401.0,3609.0,1141.5702168504572,0.01,5,886.2,2088533.0,2.7792797870671033,0.021234548091888426
0.05,1.0,10.0,898.6484295874556,2.6832815729997477,401.0,3609.0,698.1685756319887,0.01,8,565.8,807569.0,2.5170701723978106,0.007303869724273682
0.05,2.0,0.01,1653.0810627431433,2.6832815729997477,401.0,3609.0,1281.2056197191769,0.01,10,1044.6,2732677.0,2.4503000653133724,0.2609586834907532
0.05,2.0,0.1,2159.308454112103,3.1622776601683795,401.0,3609.0,1527.5230145565731,0.01,6,1526.2,4662613.0,2.9619673389150654,0.10643507242202759
0.05,2.0,1.0,1653.4730115729135,2.9664793948382653,401.0,3609.0,1280.4056232303888,0.01,6,1046.2,2733973.0,2.7999128848724295,0.05050121545791626
0.05,2.0,10.0,1201.9488341855488,2.60768096208106,401.0,3601.0,958.6740843477517,0.01,8,725.0,1444681.0,2.4630520210502653,0.01489630937576294
0.1,0.1,0.01,893.6746542852856,2.443344465323653,44.144696606664716,3609.0,706.9023368702444,0.01,1,546.7572348303332,798654.3877119247,2.2432820097202053,0.12377440929412842
0.1,0.1,0.1,1444.7273099100744,2.60768096208106,401.0,3609.0,1142.2433365968918,0.01,9,884.6,2087237.0,2.4296669675080467,0.041586565971374514
0.1,0.1,1.0,897.0423624333469,2.60768096208106,401.0,3601.0,696.4250426284225,0.01,8,565.4,804685.0,2.4630520210502658,0.0116815447807312
0.1,0.1,10.0,1203.2825935747596,2.756809750418044,401.0,3609.0,959.7412984757923,0.01,7,725.8,1447889.0,2.604473377287575,0.0038428425788879393
0.1,0.5,0.01,2004.0461571530732,2.898275349237888,401.0,3609.0,1467.3022865108608,0.01,8,1365.0,4016201.0,2.6791246264404465,0.16847496032714843
0.1,0.5,0.1,2004.0461571530732,2.898275349237888,401.0,3609.0,1467.3022865108608,0.01,8,1365.0,4016201.0,2.6791246264404465,0.07085717916488647
0.1,0.5,1.0,405.0197526047341,2.4494897427831783,401.0,409.0,4.0,0.01,10,405.0,164041.0,2.288245611270737,0.023001480102539062
0.1,0.5,10.0,898.6484295874556,2.6832815729997477,401.0,3609.0,698.1685756319887,0.01,8,565.8,807569.0,2.517070172397811,0.008183252811431885
0.1,1.0,0.01,2803.5750391241536,3.1622776601683795,401.0,3609.0,1567.8416246547354,0.01,5,2324.2,7860033.0,2.995352392457284,0.11151313781738281
0.1,1.0,0.1,1203.1479543264827,2.6832815729997477,401.0,3609.0,959.8749085167296,0.01,8,725.4,1447565.0,2.517070172397811,0.09644932746887207
0.1,1.0,1.0,1203.8077088970647,2.449489742783178,401.0,3609.0,961.6066555510105,0.01,12,724.2,1449153.0,2.221475504186299,0.032194221019744874
0.1,1.0,10.0,406.21792181044896,2.6832815729997477,401.0,409.0,3.815756805667783,0.01,7,406.2,165013.0,2.5504552259400297,0.01013014316558838
0.1,2.0,0.01,2004.2886518662924,3.0983866769659336,401.0,3609.0,1466.51647109741,0.01,5,1366.2,4017173.0,2.941334241109739,0.16069440841674804
0.1,2.0,0.1,2158.047497160338,3.0983866769659336,401.0,3609.0,1526.140019788486,0.01,5,1525.8,4657169.0,2.941334241109739,0.05249807834625244
0.1,2.0,1.0,1651.335520116975,2.5298221281347035,401.0,3609.0,1279.6056267459908,0.01,10,1043.8,2726909.0,2.3422637626182823,0.024392902851104736
0.1,2.0,10.0,1653.0810627431433,2.6832815729997477,401.0,3609.0,1281.2056197191769,0.01,10,1044.6,2732677.0,2.450300065313373,0.00708686113357544
